"DHB","Population","Full_IM","Rate","group","breakdown","from_file","until_month","until_year","until_month_n","until_year_n"
"West Coast",11,10,0.909091,"NZE","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Whanganui",27,22,0.814815,"NZE","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"National",2466,1972,0.799676,"NZE","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Auckland",296,235,0.793919,"Maori","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Bay of Plenty",121,95,0.785124,"Maori","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Canterbury",364,293,0.804945,"Maori","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Capital & Coast",158,141,0.892405,"Maori","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Counties Manukau",222,169,0.761261,"Maori","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Hawkes Bay",106,93,0.877358,"Maori","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Hutt Valley",102,87,0.852941,"Maori","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Lakes",34,22,0.647059,"Maori","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Midcentral",92,73,0.793478,"Maori","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Nelson Marlborough",101,80,0.792079,"Maori","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Northland",97,65,0.670103,"Maori","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"South Canterbury",38,31,0.815789,"Maori","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Southern",186,159,0.854839,"Maori","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Tairawhiti",25,19,0.76,"Maori","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Taranaki",85,68,0.8,"Maori","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Waikato",219,142,0.648402,"Maori","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Wairarapa",23,19,0.826087,"Maori","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Waitemata",423,338,0.799054,"Maori","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"West Coast",23,20,0.869565,"Maori","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Whanganui",32,25,0.78125,"Maori","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"National",2747,2174,0.791409,"Maori","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Auckland",319,255,0.799373,"Pacific","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Bay of Plenty",155,111,0.716129,"Pacific","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Canterbury",292,248,0.849315,"Pacific","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Capital & Coast",132,102,0.772727,"Pacific","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Counties Manukau",316,232,0.734177,"Pacific","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Hawkes Bay",147,126,0.857143,"Pacific","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Hutt Valley",79,66,0.835443,"Pacific","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Lakes",60,40,0.666667,"Pacific","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Midcentral",125,91,0.728,"Pacific","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Nelson Marlborough",77,63,0.818182,"Pacific","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Northland",133,78,0.586466,"Pacific","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"South Canterbury",40,34,0.85,"Pacific","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Southern",164,141,0.859756,"Pacific","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Tairawhiti",25,14,0.56,"Pacific","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Taranaki",108,79,0.731481,"Pacific","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Waikato",249,165,0.662651,"Pacific","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Wairarapa",40,34,0.85,"Pacific","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Waitemata",385,292,0.758442,"Pacific","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"West Coast",40,26,0.65,"Pacific","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Whanganui",50,39,0.78,"Pacific","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"National",2936,2236,0.76158,"Pacific","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Auckland",357,263,0.736695,"Asian","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Bay of Plenty",215,137,0.637209,"Asian","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Canterbury",163,126,0.773006,"Asian","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Capital & Coast",139,106,0.76259,"Asian","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Counties Manukau",816,511,0.626225,"Asian","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Hawkes Bay",193,125,0.647668,"Asian","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Hutt Valley",133,100,0.75188,"Asian","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Lakes",177,100,0.564972,"Asian","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Midcentral",103,78,0.757282,"Asian","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Nelson Marlborough",32,24,0.75,"Asian","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Northland",223,133,0.596413,"Asian","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"South Canterbury",21,18,0.857143,"Asian","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Southern",92,75,0.815217,"Asian","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Tairawhiti",103,66,0.640777,"Asian","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Taranaki",59,37,0.627119,"Asian","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Waikato",380,215,0.565789,"Asian","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Wairarapa",23,20,0.869565,"Asian","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Waitemata",192,133,0.692708,"Asian","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"West Coast",15,11,0.733333,"Asian","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Whanganui",68,49,0.720588,"Asian","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"National",3504,2327,0.664098,"Asian","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Auckland",135,99,0.733333,"Other","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Bay of Plenty",121,96,0.793388,"Other","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Canterbury",118,104,0.881356,"Other","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Capital & Coast",72,60,0.833333,"Other","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Counties Manukau",495,359,0.725253,"Other","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Hawkes Bay",37,27,0.72973,"Other","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Hutt Valley",34,28,0.823529,"Other","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Lakes",52,36,0.692308,"Other","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Midcentral",53,42,0.792453,"Other","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Nelson Marlborough",54,37,0.685185,"Other","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Northland",75,53,0.706667,"Other","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"South Canterbury",NA,NA,0.75,"Other","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Southern",65,55,0.846154,"Other","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Tairawhiti",11,NA,0.818182,"Other","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Taranaki",20,15,0.75,"Other","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Waikato",142,97,0.683099,"Other","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Wairarapa",NA,NA,0.8,"Other","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Waitemata",389,287,0.737789,"Other","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"West Coast",NA,NA,1,"Other","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Whanganui",NA,NA,0.5,"Other","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"National",1887,1414,0.749338,"Other","deprevation","immunisation-3months-march2013.xls","March ","13",3,2013
"Auckland",1644,1207,0.734185,"Total","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Bay of Plenty",803,424,0.52802,"Total","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Canterbury",1737,1288,0.741508,"Total","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Capital & Coast",1010,768,0.760396,"Total","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Counties Manukau",2275,1528,0.671648,"Total","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Hawkes Bay",615,433,0.704065,"Total","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Hutt Valley",561,425,0.757576,"Total","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Lakes",400,253,0.6325,"Total","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Midcentral",594,392,0.659933,"Total","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Nelson Marlborough",449,317,0.706013,"Total","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Northland",599,294,0.490818,"Total","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"South Canterbury",182,152,0.835165,"Total","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Southern",979,792,0.808989,"Total","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Tairawhiti",213,111,0.521127,"Total","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Taranaki",415,289,0.696386,"Total","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Waikato",1439,875,0.608061,"Total","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Wairarapa",159,119,0.748428,"Total","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Waitemata",2057,1401,0.681089,"Total","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"West Coast",103,72,0.699029,"Total","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Whanganui",238,162,0.680672,"Total","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"National",16472,11302,0.686134,"Total","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Auckland",425,322,0.757647,"NZE","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Bay of Plenty",341,202,0.592375,"NZE","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Canterbury",968,759,0.784091,"NZE","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Capital & Coast",456,366,0.802632,"NZE","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Counties Manukau",323,234,0.724458,"NZE","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Hawkes Bay",239,202,0.845188,"NZE","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Hutt Valley",232,183,0.788793,"NZE","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Lakes",129,102,0.790698,"NZE","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Midcentral",266,193,0.725564,"NZE","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Nelson Marlborough",268,199,0.742537,"NZE","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Northland",187,110,0.588235,"NZE","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"South Canterbury",142,122,0.859155,"NZE","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Southern",639,530,0.829421,"NZE","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Tairawhiti",56,35,0.625,"NZE","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Taranaki",221,162,0.733032,"NZE","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Waikato",656,432,0.658537,"NZE","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Wairarapa",88,70,0.795455,"NZE","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Waitemata",751,511,0.680426,"NZE","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"West Coast",68,48,0.705882,"NZE","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Whanganui",102,79,0.77451,"NZE","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"National",6557,4861,0.741345,"NZE","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Auckland",227,127,0.559471,"Maori","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Bay of Plenty",339,135,0.39823,"Maori","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Canterbury",271,171,0.630996,"Maori","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Capital & Coast",182,113,0.620879,"Maori","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Counties Manukau",651,348,0.534562,"Maori","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Hawkes Bay",267,149,0.558052,"Maori","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Hutt Valley",155,107,0.690323,"Maori","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Lakes",215,110,0.511628,"Maori","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Midcentral",203,111,0.546798,"Maori","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Nelson Marlborough",73,49,0.671233,"Maori","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Northland",351,146,0.415954,"Maori","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"South Canterbury",27,20,0.740741,"Maori","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Southern",163,121,0.742331,"Maori","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Tairawhiti",143,63,0.440559,"Maori","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Taranaki",136,85,0.625,"Maori","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Waikato",497,239,0.480885,"Maori","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Wairarapa",55,34,0.618182,"Maori","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Waitemata",358,183,0.511173,"Maori","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"West Coast",17,14,0.823529,"Maori","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Whanganui",99,57,0.575758,"Maori","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"National",4429,2382,0.537819,"Maori","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
"Auckland",335,233,0.695522,"Pacific","ethnic","immunisation-3months-sep2010.xls","September ","10",9,2010
